   19.00   -90.00    90.00   -39.06  15000.0
 -180.00   -47.60   120.12   -55.39  -166.87
 -179.00   -44.11   142.30   -51.68  -105.34
 -178.00   -41.76   167.67   -50.77   -69.35
 -177.00   -41.84  -167.79   -48.63   -47.99
 -176.00   -43.60  -134.28   -49.83   -26.59
 -175.00   -44.12   -92.05   -51.91    -6.11
 -174.00   -43.02   -55.25   -62.64    62.78
 -173.00   -43.28   -30.92   -51.72   161.25
 -172.00   -48.87   -25.93   -46.33   168.74
 -171.00   -60.21    61.29   -43.59   174.42
 -170.00   -45.93   153.79   -43.23   179.21
 -169.00   -41.01   161.61   -42.94  -178.80
 -168.00   -38.29   166.32   -44.30  -177.03
 -167.00   -38.13   178.83   -45.49  -173.53
 -166.00   -38.85  -168.01   -47.93  -173.98
 -165.00   -39.19  -146.69   -50.02  -161.95
 -164.00   -38.37  -127.54   -48.74  -130.64
 -163.00   -36.75  -109.51   -49.07  -115.05
 -162.00   -35.13   -88.78   -49.63  -105.35
 -161.00   -34.88   -62.56   -55.96   -92.26
 -160.00   -35.55   -22.11   -61.38   122.54
 -159.00   -35.34    32.40   -47.30   123.55
 -158.00   -33.64    84.07   -42.03   142.43
 -157.00   -32.95   128.32   -40.01   162.44
 -156.00   -34.55   171.22   -40.10  -177.67
 -155.00   -36.60  -136.65   -41.70  -163.91
 -154.00   -38.19   -89.21   -44.10  -154.45
 -153.00   -40.70   -65.10   -46.09  -145.66
 -152.00   -43.87   -67.68   -46.77  -136.56
 -151.00   -48.87   -81.86   -48.36  -122.87
 -150.00   -50.13   138.85   -52.91  -157.23
 -149.00   -39.64   158.23   -46.20   156.54
 -148.00   -35.95  -166.04   -42.88   164.68
 -147.00   -35.43  -118.04   -43.54   179.09
 -146.00   -35.86   -60.65   -45.10  -176.49
 -145.00   -38.15   -15.54   -46.30   179.43
 -144.00   -45.82    18.65   -42.90  -175.71
 -143.00   -53.54   -16.13   -41.34  -167.78
 -142.00   -47.10    61.38   -41.36  -163.72
 -141.00   -38.76   123.39   -40.26  -174.78
 -140.00   -35.54  -179.53   -37.98  -175.26
 -139.00   -35.28  -126.20   -37.87  -161.15
 -138.00   -37.11   -77.82   -40.13  -149.15
 -137.00   -42.40   -45.58   -42.57  -153.71
 -136.00   -45.60   -47.44   -42.74  -158.70
 -135.00   -43.24     0.34   -42.85  -141.82
 -134.00   -39.43    91.27   -43.82  -122.79
 -133.00   -35.23   164.39   -44.36  -122.68
 -132.00   -34.10  -132.86   -45.25  -118.69
 -131.00   -35.61   -72.34   -46.10   -84.22
 -130.00   -38.91    -2.09   -52.88    10.69
 -129.00   -42.23    53.32   -44.19   112.72
 -128.00   -39.27    91.82   -39.70   150.78
 -127.00   -33.21   132.84   -38.39   170.57
 -126.00   -30.40  -177.68   -38.58  -177.94
 -125.00   -30.88  -120.48   -38.25  -163.46
 -124.00   -34.51   -50.94   -39.01  -142.16
 -123.00   -39.29    40.58   -41.00  -130.66
 -122.00   -41.13   122.08   -42.43  -138.16
 -121.00   -39.87   134.50   -41.70  -141.73
 -120.00   -33.83   169.96   -42.83  -125.77
 -119.00   -31.16  -135.75   -47.34  -108.97
 -118.00   -31.99   -63.95   -50.17  -115.81
 -117.00   -33.38    20.91   -52.73  -160.18
 -116.00   -34.99   101.12   -52.04   168.75
 -115.00   -37.94   160.02   -45.45   172.44
 -114.00   -38.33   177.78   -42.27  -165.38
 -113.00   -33.91  -140.57   -42.81  -143.68
 -112.00   -30.25   -70.46   -52.39  -177.34
 -111.00   -28.18     5.02   -45.66   125.34
 -110.00   -27.15    77.60   -42.12   142.61
 -109.00   -27.52   146.50   -40.62   166.59
 -108.00   -29.00  -148.21   -42.08  -162.50
 -107.00   -31.12   -89.02   -47.91  -131.27
 -106.00   -32.65   -23.41   -53.82   130.34
 -105.00   -31.34    42.06   -42.96   154.61
 -104.00   -29.58   113.95   -41.49  -168.48
 -103.00   -27.43  -173.51   -43.36  -130.93
 -102.00   -26.82  -110.34   -47.70  -128.20
 -101.00   -29.27   -44.68   -43.32  -128.02
 -100.00   -33.11    33.56   -43.07   -99.04
  -99.00   -35.30   105.50   -47.15   -93.92
  -98.00   -33.71   149.20   -45.28  -134.31
  -97.00   -29.13  -172.02   -40.66  -113.65
  -96.00   -26.07  -115.86   -40.46   -75.45
  -95.00   -25.27   -46.89   -47.53   -65.20
  -94.00   -25.21    33.35   -43.51  -140.01
  -93.00   -24.77   116.27   -38.27  -119.37
  -92.00   -25.06  -169.29   -38.56  -100.94
  -91.00   -28.26  -101.13   -43.10  -100.94
  -90.00   -36.28   -33.63   -46.59  -118.31
  -89.00   -46.85   -53.24   -56.76   -73.70
  -88.00   -35.50     4.06   -48.12   104.79
  -87.00   -29.43    90.12   -41.41   141.11
  -86.00   -25.86   169.82   -44.59   152.18
  -85.00   -24.28  -109.25   -47.59    85.90
  -84.00   -23.42   -31.28   -41.71   112.75
  -83.00   -24.43    42.83   -40.85   156.26
  -82.00   -27.26   120.28   -43.50  -154.11
  -81.00   -32.15  -160.22   -53.31  -113.52
  -80.00   -47.84  -108.89   -54.33  -156.09
  -79.00   -35.70  -179.32   -49.77  -138.27
  -78.00   -31.04  -110.97   -66.76  -104.04
  -77.00   -31.16   -27.06   -48.37   134.90
  -76.00   -30.17    71.05   -42.94  -160.86
  -75.00   -28.78   156.15   -39.73  -114.08
  -74.00   -29.26  -129.42   -43.04   -97.94
  -73.00   -32.97   -51.64   -43.00  -145.80
  -72.00   -36.14    63.39   -37.46  -135.21
  -71.00   -34.94   154.68   -36.82  -107.29
  -70.00   -37.45  -111.04   -40.03   -82.17
  -69.00   -33.26    -4.13   -47.10  -101.39
  -68.00   -29.65    60.42   -47.01  -151.77
  -67.00   -27.73   119.93   -43.34  -173.55
  -66.00   -26.16   179.93   -43.25  -169.25
  -65.00   -24.42  -120.90   -48.38  -170.74
  -64.00   -23.10   -67.25   -51.25    88.16
  -63.00   -22.88   -14.54   -43.06   107.17
  -62.00   -23.32    42.76   -41.33   140.80
  -61.00   -23.46   102.57   -41.81   179.98
  -60.00   -23.00   156.66   -39.59  -139.11
  -59.00   -22.86  -157.47   -36.85  -106.48
  -58.00   -23.02  -113.74   -34.95   -76.06
